Signal, Bid (sell price), Ask (buy price), Max Close in 240 Hour(s), Target, Time
0, 1.25273, 1.25319, 1.23789, -1.221332609580683, 2012.07.04 00:00:00
0, 1.25861, 1.25896, 1.25273, -0.4949905053988096, 2012.07.03 00:00:00
0, 1.25929, 1.25979, 1.25861, -0.09370359488282753, 2012.07.02 00:00:00
0, 1.2621, 1.2626, 1.25929, -0.2622613105142163, 2012.07.01 00:00:00
0, 1.26655, 1.26696, 1.2621, -0.3837195531167412, 2012.06.29 00:00:00
1, 1.25895, 1.2594, 1.26655, 0.5679335954565304, 2012.06.28 00:00:00
1, 1.2492, 1.24953, 1.26655, 1.362471982068527, 2012.06.27 00:00:00
1, 1.25029, 1.25066, 1.26655, 1.270905150005195, 2012.06.26 00:00:00
1, 1.25159, 1.25194, 1.26655, 1.167315175097277, 2012.06.25 00:00:00
1, 1.25347, 1.25375, 1.26655, 1.021165245279099, 2012.06.24 00:00:00
1, 1.25677, 1.25721, 1.26655, 0.7431749643928584, 2012.06.22 00:00:00
1, 1.25555, 1.25604, 1.26655, 0.8370833499263286, 2012.06.21 00:00:00
0, 1.26725, 1.26795, 1.26655, -0.1104754389425801, 2012.06.20 00:00:00
0, 1.26744, 1.26785, 1.26725, -0.04733951903049895, 2012.06.19 00:00:00
0, 1.26097, 1.26138, 1.26744, 0.480582408780556, 2012.06.18 00:00:00
0, 1.26941, 1.26983, 1.26744, -0.1882764433870769, 2012.06.17 00:00:00
0, 1.26361, 1.26435, 1.26941, 0.4004400091800528, 2012.06.15 00:00:00
0, 1.2629, 1.2633, 1.26941, 0.483807110618405, 2012.06.14 00:00:00
1, 1.2572, 1.25755, 1.26941, 0.9433662106267705, 2012.06.13 00:00:00
1, 1.24834, 1.24875, 1.26941, 1.654997837127698, 2012.06.12 00:00:00
1, 1.24836, 1.24873, 1.26941, 1.656573424332727, 2012.06.11 00:00:00
0, 1.2627, 1.26313, 1.26941, 0.4973469549378367, 2012.06.10 00:00:00
1, 1.2516, 1.25204, 1.26941, 1.387823585810154, 2012.06.08 00:00:00
1, 1.25267, 1.25312, 1.26941, 1.300422297971526, 2012.06.07 00:00:00
1, 1.2563, 1.25674, 1.26941, 1.008517073947302, 2012.06.06 00:00:00
1, 1.24865, 1.24903, 1.26361, 1.167661073959862, 2012.06.05 00:00:00
1, 1.25264, 1.25304, 1.2629, 0.787137565461761, 2012.06.04 00:00:00
1, 1.23963, 1.24006, 1.2627, 1.826351411308212, 2012.06.03 00:00:00
1, 1.24325, 1.24394, 1.2627, 1.508948320933029, 2012.06.01 00:00:00
1, 1.23526, 1.2357, 1.2627, 2.185774654728552, 2012.05.31 00:00:00
1, 1.23725, 1.23766, 1.2627, 2.023843200646592, 2012.05.30 00:00:00
1, 1.24648, 1.24687, 1.2563, 0.756530389577053, 2012.05.29 00:00:00
0, 1.25269, 1.25313, 1.2563, 0.2530554247259813, 2012.05.28 00:00:00
0, 1.25961, 1.25986, 1.2563, -0.2826271623756566, 2012.05.27 00:00:00
1, 1.25153, 1.25222, 1.25961, 0.590477255838836, 2012.05.25 00:00:00
1, 1.2523, 1.25271, 1.25961, 0.5509861854188219, 2012.05.24 00:00:00
0, 1.25722, 1.25761, 1.25961, 0.1590811472932344, 2012.05.23 00:00:00
0, 1.26677, 1.26712, 1.25961, -0.5928463730590501, 2012.05.22 00:00:00
0, 1.27908, 1.2795, 1.26677, -0.9952465834818878, 2012.05.21 00:00:00
0, 1.27944, 1.27973, 1.27908, -0.050803476520981, 2012.05.20 00:00:00
0, 1.27783, 1.2784, 1.27944, 0.08138797805656088, 2012.05.18 00:00:00
1, 1.26888, 1.26935, 1.27944, 0.7951894584200361, 2012.05.17 00:00:00
0, 1.27418, 1.27466, 1.27944, 0.3751432293710645, 2012.05.16 00:00:00
0, 1.27288, 1.27327, 1.27944, 0.4847275469800948, 2012.05.15 00:00:00
0, 1.2827, 1.283, 1.27944, -0.2775395649801034, 2012.05.14 00:00:00
0, 1.28841, 1.28874, 1.2827, -0.4687948711978365, 2012.05.13 00:00:00
0, 1.29162, 1.29192, 1.28841, -0.2717517536117358, 2012.05.11 00:00:00
0, 1.29249, 1.29296, 1.29162, -0.1036758504901312, 2012.05.10 00:00:00
